review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,identified_theme
awesome,5,2025-05-29 13:47:30,Chase,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
I have trusted Zelle for excellent service for many years.,5,2025-05-29 13:27:48,Chase,Google Play Store,POSITIVE,0.9994713664054872,trust zelle excellent service year,Other
I love this!,5,2025-05-29 13:25:42,Chase,Google Play Store,POSITIVE,0.9998764991760254,love,Other
I'm done with chase bank completely. Nothing works either on the app or website. Next week I'm closing ALL my accounts and getting a new bank.,1,2025-05-29 13:19:59,Chase,Google Play Store,NEGATIVE,0.9997076392173768,chase bank completely work app website week close account get new bank,Other
The app was much simpler for making payments than logging in on line.,5,2025-05-29 13:14:25,Chase,Google Play Store,NEGATIVE,0.9971478581428528,app simple make payment log line,Transaction Performance
"Great Service , good rewards",5,2025-05-29 12:43:58,Chase,Google Play Store,POSITIVE,0.9998804330825806,great service good reward,Other
good,4,2025-05-29 12:14:11,Chase,Google Play Store,POSITIVE,0.999816119670868,good,Other
"Easy to use app, with all you may need and perhaps much more...",5,2025-05-29 12:02:12,Chase,Google Play Store,NEGATIVE,0.5934736728668213,easy use app need,Other
great,5,2025-05-29 11:39:28,Chase,Google Play Store,POSITIVE,0.9998630285263062,great,Other
Awesome app.,5,2025-05-29 10:35:02,Chase,Google Play Store,POSITIVE,0.9998660087585448,awesome app,Other
Great Service,5,2025-05-29 10:13:36,Chase,Google Play Store,POSITIVE,0.9998434782028198,great service,Other
A+Perfect!!!,5,2025-05-29 10:06:55,Chase,Google Play Store,POSITIVE,0.9998711347579956,,Other
okay so I'm not the biggest fan of Chase however I will say absolutely do love the website and I think the people almost every time are delightful. but the app I like I really like,5,2025-05-29 09:45:44,Chase,Google Play Store,POSITIVE,0.9996950626373292,okay big fan chase absolutely love website think people time delightful app like like,Other
I love spending your money.,5,2025-05-29 09:33:59,Chase,Google Play Store,POSITIVE,0.999698519706726,love spend money,Other
works well,5,2025-05-29 08:54:22,Chase,Google Play Store,POSITIVE,0.9998438358306884,work,Other
love my card. have had no issues at all,5,2025-05-29 08:21:39,Chase,Google Play Store,POSITIVE,0.9975153207778932,love card issue,Other
Very happy! Chase really tries hard.,5,2025-05-29 06:42:48,Chase,Google Play Store,POSITIVE,0.9998169541358948,happy chase try hard,Other
Great option to be able to lock and unlock your card,5,2025-05-29 06:09:36,Chase,Google Play Store,POSITIVE,0.9997043013572692,great option able lock unlock card,Other
love the payment options,5,2025-05-29 06:06:15,Chase,Google Play Store,POSITIVE,0.9998451471328736,love payment option,Transaction Performance
Great card for overseas travel,4,2025-05-29 05:52:09,Chase,Google Play Store,POSITIVE,0.9995208978652954,great card overseas travel,Other
Easy to use,5,2025-05-29 05:17:35,Chase,Google Play Store,POSITIVE,0.9988542795181274,easy use,Other
sucks,1,2025-05-29 04:23:42,Chase,Google Play Store,NEGATIVE,0.9991297125816344,suck,Other
"great app, give the developers a raise please",5,2025-05-29 01:39:19,Chase,Google Play Store,POSITIVE,0.9998682737350464,great app developer raise,Other
update slow,3,2025-05-28 22:20:03,Chase,Google Play Store,NEGATIVE,0.9996381998062134,update slow,Performance
"I don't know if I trust Chase Bank anymore. I filed a complaint against a company that overcharged me. They charged me 2 times for the same service on the same day. I filed a claim with Chase, and they said it was a legitimate charge. I filed another claim and explained that it was the same charge for the same service on the0 same day. Finally, they did reimburse me. I almost switched banks because of this. If a bank does not have my back, i'm going elsewhere.",3,2025-05-28 16:37:54,Chase,Google Play Store,NEGATIVE,0.9988227486610411,know trust chase bank anymore file complaint company overcharge charge time service day file claim chase say legitimate charge file claim explain charge service day finally reimburse switch bank bank go,Other
way too much interest,2,2025-05-28 16:04:52,Chase,Google Play Store,NEGATIVE,0.9920427203178406,way interest,Other
Chase is dope,5,2025-05-28 15:58:46,Chase,Google Play Store,NEGATIVE,0.8860915899276733,chase dope,Other
Started using it years ago. Still use it. Just started using more features. Gold! 🪙,5,2025-05-28 15:28:24,Chase,Google Play Store,NEGATIVE,0.9701206684112548,start year ago use start feature gold,Other
I can't open my account now because of this update. and I don't trust just giving out my ssn and card number. very irresponsible of you.,1,2025-05-28 14:58:12,Chase,Google Play Store,NEGATIVE,0.999596893787384,open account update trust give ssn card number irresponsible,Other
"This app has the most info about my credit and they make everything really easy for you. This is prob my fav card, just wish the APR wasn't like 28% lol",5,2025-05-28 14:37:42,Chase,Google Play Store,NEGATIVE,0.9951204657554626,app info credit easy prob fav card wish apr like lol,Other
message: choose interest saving balance what the hell are they talking about? well I found out - try to make a payment on your card and it makes all of your previous charges come due otherwise you start paying the interest. so I canceled my two cruise bookings - need to be more clear. not going to play this game.,1,2025-05-28 14:21:04,Chase,Google Play Store,NEGATIVE,0.9996019005775452,message choose interest save balance hell talk find try payment card make previous charge come start pay interest cancel cruise booking need clear go play game,"User Experience, Transaction Performance"
best bank ever,5,2025-05-28 14:01:40,Chase,Google Play Store,POSITIVE,0.9998133778572084,good bank,Other
excited,3,2025-05-28 12:55:40,Chase,Google Play Store,POSITIVE,0.9997768998146056,excite,Other
won't let me log in,1,2025-05-28 12:14:31,Chase,Google Play Store,POSITIVE,0.5229446887969971,will let log,Other
"you can log in and do basic things. but if you try and do any investing, it's impossible. the tablet version is unusable. it's like a multi-dollar company made this. and not a multi-billion dollar company. it's making me debate if I want to continue to invest with them.",2,2025-05-28 07:54:05,Chase,Google Play Store,NEGATIVE,0.9986302852630616,log basic thing try investing impossible tablet version unusable like multi dollar company multi billion dollar company make debate want continue invest,Other
exelent service thank you,5,2025-05-28 07:48:22,Chase,Google Play Store,POSITIVE,0.999833345413208,exelent service thank,Other
"App should be flexible to work on different types of cell phones,",1,2025-05-28 06:33:45,Chase,Google Play Store,POSITIVE,0.9885916113853456,app flexible work different type cell phone,Other
"i,am so happy with your service",5,2025-05-28 05:56:28,Chase,Google Play Store,POSITIVE,0.9998644590377808,happy service,Other
Great update,5,2025-05-28 04:42:23,Chase,Google Play Store,POSITIVE,0.9998306035995485,great update,Other
It very nice layout easy to navigate and understand the process is quick and the process to make payments is very easy. Happy Happy Happy!!! It's organized so it's very easy to see what you are looking for.,5,2025-05-28 00:21:16,Chase,Google Play Store,POSITIVE,0.9998470544815063,nice layout easy navigate understand process quick process payment easy happy happy happy organize easy look,"User Experience, Transaction Performance"
excellent.,5,2025-05-27 20:23:06,Chase,Google Play Store,POSITIVE,0.9998406171798706,excellent,Other
Chase!!! My Bank Where you must place your trust because it care about your needs,5,2025-05-27 15:53:19,Chase,Google Play Store,POSITIVE,0.9367292523384094,chase bank place trust care need,Other
awesome,5,2025-05-27 15:12:29,Chase,Google Play Store,POSITIVE,0.9998682737350464,awesome,Other
Great!!,5,2025-05-27 13:30:48,Chase,Google Play Store,POSITIVE,0.9998732805252076,great,Other
very clear easy to read pages,5,2025-05-27 12:44:23,Chase,Google Play Store,POSITIVE,0.9997788071632384,clear easy read page,Other
Manage your Chase bank account easily and accurately,5,2025-05-27 10:37:09,Chase,Google Play Store,POSITIVE,0.9995402097702026,manage chase bank account easily accurately,Other
Great,5,2025-05-27 10:17:36,Chase,Google Play Store,POSITIVE,0.9998630285263062,great,Other
This app is easy to use and provides the opportunity to receive notifications that you choose.,5,2025-05-27 09:57:58,Chase,Google Play Store,POSITIVE,0.998057186603546,app easy use provide opportunity receive notification choose,Other
this card helps greatly when needed. i love how easily it is to manage online.,5,2025-05-27 08:25:53,Chase,Google Play Store,POSITIVE,0.9998056292533876,card help greatly need love easily manage online,Other
app is not loading to allow signing options correctly!,1,2025-05-27 08:02:00,Chase,Google Play Store,NEGATIVE,0.9991294741630554,app load allow signing option correctly,Other
Good Work $$$,5,2025-05-27 04:26:09,Chase,Google Play Store,POSITIVE,0.9997636675834656,good work,Other
great jod,4,2025-05-27 03:14:55,Chase,Google Play Store,POSITIVE,0.999833345413208,great jod,Other
"Please add 'Material Design' app theme support. Google introduced this years ago, there's no excuse for a bank as large as Chase to not support app themes.",5,2025-05-27 03:08:27,Chase,Google Play Store,NEGATIVE,0.9987335801124572,add material design app theme support google introduce year ago excuse bank large chase support app theme,"Customer Support, User Experience"
very good,4,2025-05-26 17:24:40,Chase,Google Play Store,POSITIVE,0.9998520612716676,good,Other
great tool,5,2025-05-26 15:43:36,Chase,Google Play Store,POSITIVE,0.9998475313186646,great tool,Other
app is good but the interest rate is terrible,1,2025-05-26 15:01:15,Chase,Google Play Store,NEGATIVE,0.994120180606842,app good interest rate terrible,Other
cash back is KING!!,5,2025-05-26 14:18:53,Chase,Google Play Store,POSITIVE,0.9915144443511964,cash king,Other
good,5,2025-05-26 13:20:23,Chase,Google Play Store,POSITIVE,0.999816119670868,good,Other
"It's a great app that lets me track spending, credit card and account balances. Their credit score checking system is free and easily accessible. As an app, it's a really great financial tool and doesn't really have any bugs in my experience. Overall satisfied with using the app.",5,2025-05-26 13:11:46,Chase,Google Play Store,POSITIVE,0.9979889392852784,great app let track spending credit card account balance credit score checking system free easily accessible app great financial tool bug experience overall satisfied app,Other
very good,5,2025-05-26 12:59:18,Chase,Google Play Store,POSITIVE,0.9998520612716676,good,Other
I love it,5,2025-05-26 12:26:59,Chase,Google Play Store,POSITIVE,0.9998799562454224,love,Other
"It is easy to use. The app isn't changed, throwing you into an unnecessary learning curve.",5,2025-05-26 08:22:29,Chase,Google Play Store,NEGATIVE,0.9906795620918274,easy use app change throw unnecessary learning curve,Other
"I have banked with Chase since 2010. I've never had a problem that wasn't immediately taken care of by their work team. My account was hacked, and that is a horrifying experience !! each time that happened, the security team was very reassuring and patient. I live in a remote area, and there isn't a branch for about 75 miles. I still bank with Chase because they take good care of my pennies. Always kind and friendly customer service!! Thanks, 🤗Chase!",5,2025-05-26 07:38:34,Chase,Google Play Store,POSITIVE,0.9974756836891174,bank chase problem immediately take care work team account hack horrifying experience time happen security team reassuring patient live remote area branch mile bank chase good care penny kind friendly customer service thank chase,Customer Support
I love Chase banking. They explain exactly how the process of a returned item is credited back to your account & they accomplish that right away. The online banking is easy to do & there are no problems to file a claim. It's simple & they are always kind & patient. I use my Chase debit card alot so when I have to return a item they simply credit that particular sale item & they take it from there. Simplicity is how they work. It's appreciated & I'm one satisfied customer. Love ❤️ this bank!,5,2025-05-26 06:04:54,Chase,Google Play Store,POSITIVE,0.999744713306427,love chase banking explain exactly process return item credit account accomplish right away online banking easy problem file claim simple kind patient use chase debit card alot return item simply credit particular sale item simplicity work appreciate satisfied customer love bank,Other
